original_url,timestamp,statuscode,mimetype,digest,endpoint,anio,query,parametrized
http://bsnpr.com:80/estadisticas.asp?t=3,20030609220720,200,text/html,KG4VC6RRJFRWIUCEANFTWIITPRPVRBW3,other,,t=3,yes
http://bsnpr.com:80/estadisticas/campeonatos.asp,20071011173449,200,text/html,MHS2YJYOR5BTOG26HTUXHM34EJTWVCNO,campeonatos.asp,,,no
http://bsnpr.com:80/estadisticas/campeonatos.asp,20071225210538,200,text/html,OOWDSVZLSVOC35WWMUM4WBZ42SC5SKKU,campeonatos.asp,,,no
http://bsnpr.com:80/estadisticas/campeonatos.asp,20080126151733,200,text/html,OYNZDZZ2NRFUD4KSFHBGPAZVMDVMNQNU,campeonatos.asp,,,no
http://bsnpr.com:80/estadisticas/campeonatos.asp,20090208031420,200,text/html,XI7PX4QHI7ERIRLBL26EFAMA4DCKTWKV,campeonatos.asp,,,no
http://bsnpr.com:80/estadisticas/campeonatos.asp,20090311062523,200,text/html,XXZVGAJVBLLV2SW4T3RRJ4JRXGCJL6K3,campeonatos.asp,,,no
http://bsnpr.com:80/estadisticas/campeonatos.asp,20090412031650,200,text/html,JBDCAPNZT7FB5PAX2NWMUXSDIGLVYQGZ,campeonatos.asp,,,no
http://bsnpr.com:80/estadisticas/campeonatos.asp,20120103070108,200,text/html,LJPRNSPHNQFCV3CF73EFNTPA4CTEV3FZ,campeonatos.asp,,,no
http://bsnpr.com:80/estadisticas/campeonatos.asp,20130318172114,200,text/html,YDAEM444BQFZFCJMECMD5H4BWR4A2U2V,campeonatos.asp,,,no
http://bsnpr.com:80/estadisticas/enciclopedia.asp,20071011162517,200,text/html,ARC54AD2ROELGZ3RMSBSRWM327HWN2O5,enciclopedia.asp,,,no
http://bsnpr.com:80/estadisticas/enciclopedia.asp,20090131225016,200,text/html,3KB7XLVRNYAI55TQLB2UHVUX6V7GZCA4,enciclopedia.asp,,,no
http://bsnpr.com:80/estadisticas/enciclopedia.asp,20090303190502,200,text/html,HTLS7CNYOWTJFZWMBNIUOBFU7LYZFPSP,enciclopedia.asp,,,no
http://bsnpr.com:80/estadisticas/enciclopedia.asp,20090404113604,200,text/html,HUT2Q3WKMF6EGXBKEML23VSTDH2ASLTJ,enciclopedia.asp,,,no
http://bsnpr.com:80/estadisticas/enciclopedia.asp,20120103070114,200,text/html,5N4WABMKHWDZUUSCJL6ZFFLNN4L3M7UY,enciclopedia.asp,,,no
http://bsnpr.com:80/estadisticas/finales.asp,20090215230652,200,text/html,A5FARZRYJXSTCD3F6LLUADZSGLMIQAJD,finales.asp,,,no
http://bsnpr.com:80/estadisticas/finales.asp,20090217182356,200,text/html,BGEPIBHZ4L4HDDFWZG6QKOWASDIVMVHW,finales.asp,,,no
http://bsnpr.com:80/estadisticas/finales.asp,20090312052653,200,text/html,5MTX6NOJ5MBWXUDSIPL226S7NYL4JP3D,finales.asp,,,no
http://bsnpr.com:80/estadisticas/finales.asp,20090412025447,200,text/html,V5I3QNOJK5XN657FDZ7U5N5QZTVPXCYW,finales.asp,,,no
http://bsnpr.com:80/estadisticas/finales.asp,20090518052030,200,text/html,OTOLP7SHQU3XUT4ZQI5AJXWF7MXW33EA,finales.asp,,,no
http://bsnpr.com:80/estadisticas/finales.asp,20090618171436,200,text/html,JSU22DYGZE34ATCQ7NCXPBGM2UH7URRT,finales.asp,,,no
http://bsnpr.com:80/estadisticas/finales.asp,20090720062842,200,text/html,P7ALPBBSHCWGTGD65M2EKY2FSS67SHG4,finales.asp,,,no
http://bsnpr.com:80/estadisticas/finales.asp,20090821142341,200,text/html,IB4ZRL5Y3DCGPCPPK2QWWIPVYPG6256A,finales.asp,,,no
http://bsnpr.com:80/estadisticas/finales.asp,20090922055718,200,text/html,RT3E5KPDHDGQ43SB7MMYPWVMGE44AXTX,finales.asp,,,no
http://bsnpr.com:80/estadisticas/finales.asp,20091228102125,200,text/html,PWMZHS2JJMSVIPVOOLWGLPV3OLCTQJBZ,finales.asp,,,no
http://bsnpr.com:80/estadisticas/finales.asp,20100129042309,200,text/html,C77I6EBOT6QVTTXGP26T5DYS7W5ZDZBF,finales.asp,,,no
http://bsnpr.com:80/estadisticas/finales.asp,20100302112857,200,text/html,F6AQPIIFWFO62VJ637WIEMUILR2KEN7W,finales.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp,20070513222814,200,text/html,AQCTLU5P7DTXTCLROLT3S7XOQRPPVTPI,index.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp,20070602105200,200,text/html,SXR2RHS74Z5MTW34TK2Q6AHPV37WW3HI,index.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp,20070916125223,200,text/html,USMN6262HB2IB42HVU5ZER32IE4XVLHP,index.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp,20071011165228,200,text/html,O24T272BZZA3M3XBHWDQWOIC6J22BVMQ,index.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp,20090217182322,302,text/html,IT5TD5FHC5TWW7PA4U7QX5C4YG5P2RDX,index.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp,20090421061319,200,text/html,YCY5X3N7MTXPYUSH7HMFO4HV3N5W4FND,index.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp,20090906045059,200,text/html,WZC3OJE7GWJMKQPXTHFR6WUMQN23WXY7,index.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp,20090919014146,200,text/html,KW6CJWHVQSVD2N67TNPSG4STCEMYUXQE,index.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp,20110608064254,200,text/html,746E657V4A36VKXDLPUTQUYJ622TVXXY,index.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp,20110808034737,200,text/html,D7BY5IQJ3UB4JDBG5UHX5VVIT4GO6IFU,index.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp,20111007103913,200,text/html,46GPV3GZ7LXEOJ4NOGOXGDRAWLZVZ7NS,index.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp,20120211221111,302,text/html,DNK2TSGOUMOFZ77FBHVLQPV6PDP3EIAH,index.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp,20120504074103,200,text/html,NCQVZCGJJZZ4CA2NMIJS3E7JGF5KJWVD,index.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp,20130630043100,200,text/html,7FOAGYAUF67FB2ZFA7K4J445IG3YVT5H,index.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp?,20070916191006,200,text/html,USMN6262HB2IB42HVU5ZER32IE4XVLHP,index.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp?,20090215132834,302,text/html,IT5TD5FHC5TWW7PA4U7QX5C4YG5P2RDX,index.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp?,20090319013103,302,text/html,IT5TD5FHC5TWW7PA4U7QX5C4YG5P2RDX,index.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp?,20090519064754,200,text/html,2EV32N4D3C7FFNUU7OBMFEQCKOXX5CBF,index.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp?,20090703163316,200,text/html,ZU7LJPDL2KYRDTI23AQBLXJ2ZUSYBQ6M,index.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp?,20090907095815,200,text/html,ZJ44OPRI3NHT7U6LVG5CW3HNJKS7CSNF,index.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp?,20120608224916,200,text/html,FQOFQLIJJPGQ45XRM5GVFAQLPGVSR3TW,index.asp,,,no
http://bsnpr.com:80/estadisticas/index.asp?serie=4&liga=1&anio=2008,20090219080852,200,text/html,XO6GRSC7YFSU5PINAFX4QT2D3PJTRLPW,index.asp,2008,serie=4&liga=1&anio=2008,yes
http://bsnpr.com:80/estadisticas/index.asp?serie=4&liga=1&anio=2008,20090313081911,200,text/html,5IRDJFOMDTV5J5U32JYY55KANCRPVIAQ,index.asp,2008,serie=4&liga=1&anio=2008,yes
http://bsnpr.com:80/estadisticas/index_list.asp?,20080120043919,200,text/html,UY5V26S2QKKQXXOH3VWOWW43V3VQFZB7,index_list.asp,,,no
http://bsnpr.com:80/estadisticas/index_list.asp?,20080213180938,200,text/html,3DWASCQO3RICEVXA5J27FYNFHS3OUABY,index_list.asp,,,no
http://bsnpr.com:80/estadisticas/index_list.asp?,20080916170537,302,text/html,7WCUXLAKBWSD6DCCNH2UJXEKO7L23UVB,index_list.asp,,,no
http://bsnpr.com:80/estadisticas/index_list.asp?,20090130033611,200,text/html,Z7624GQA2R3GVX35OHM2476MYZJ2EOK7,index_list.asp,,,no
http://bsnpr.com:80/estadisticas/index_list.asp?,20090220081849,200,text/html,DFPBLCXT2UQHYLNJYXTPAZY6RQUHAWFI,index_list.asp,,,no
http://bsnpr.com:80/estadisticas/index_list.asp?,20100201021302,200,text/html,XYTJYC5KDRLFTOAER42IBRMML7RYOKYC,index_list.asp,,,no
http://bsnpr.com:80/estadisticas/index_list.asp?,20120608224955,200,text/html,K3M3F3Y7W2KBASL5JNHOKHLAG32UERH2,index_list.asp,,,no
http://bsnpr.com:80/estadisticas/index_list.asp?,20120710035011,200,text/html,DTQGL753SRAZQ45GLAYNT4AXWH5N2AZA,index_list.asp,,,no
http://bsnpr.com:80/estadisticas/index_list.asp?serie=0&liga=1&anio=2009,20090219080927,200,text/html,CWUIL3DXXWU7M7NUHALONTQGM7BXFIL2,index_list.asp,2009,serie=0&liga=1&anio=2009,yes
http://bsnpr.com:80/estadisticas/index_list.asp?serie=0&liga=1&anio=2009,20090222070556,200,text/html,RIEBFAPGXHOTOZ2C4LPXCWGNSNOEIF2O,index_list.asp,2009,serie=0&liga=1&anio=2009,yes
http://bsnpr.com:80/estadisticas/index_list.asp?serie=0&liga=1&anio=2009,20090313082001,200,text/html,OU6GUGO6UEHOS4TJNCMKKKSGN3PQ3AOB,index_list.asp,2009,serie=0&liga=1&anio=2009,yes
http://bsnpr.com:80/estadisticas/index_list.asp?serie=1&liga=1&anio=2009,20090206042016,200,text/html,RESCGY6RIPINJSH2QUAEUZQYZBVHQWFZ,index_list.asp,2009,serie=1&liga=1&anio=2009,yes
http://bsnpr.com:80/estadisticas/index_list.asp?serie=1&liga=1&anio=2009,20090215132834,200,text/html,HJ2NEWAQTP3FCELXXRZVZZYK36BVYLY5,index_list.asp,2009,serie=1&liga=1&anio=2009,yes
http://bsnpr.com:80/estadisticas/index_list.asp?serie=1&liga=1&anio=2009,20090217182322,200,text/html,TKM7N4CNEGX3D6U3QGPSVVUPUH4RFSFA,index_list.asp,2009,serie=1&liga=1&anio=2009,yes
http://bsnpr.com:80/estadisticas/index_list.asp?serie=1&liga=1&anio=2009,20090319013103,200,text/html,SYKYZJVM3PPKIAFKKOGAMWHPZLWKYKDV,index_list.asp,2009,serie=1&liga=1&anio=2009,yes
http://bsnpr.com:80/estadisticas/index_list.asp?serie=1&liga=1&anio=2012,20120211221111,200,text/html,ICY37TM4JTFX2AQRSBZMMGRUPTM5HUNP,index_list.asp,2012,serie=1&liga=1&anio=2012,yes
http://bsnpr.com:80/estadisticas/index_list.asp?serie=3&liga=1&anio=2008,20080109055758,200,text/html,FSVWCJIRCGLG6TWIOUUXBXNNOG42WMVL,index_list.asp,2008,serie=3&liga=1&anio=2008,yes
http://bsnpr.com:80/estadisticas/lideres.asp,20080916171211,302,text/html,7WCUXLAKBWSD6DCCNH2UJXEKO7L23UVB,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp,20090531031217,200,text/html,JMXDIGAQECQJUMRVNEKRGX42HSEWO4LK,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp,20090802205628,200,text/html,WKFYGB7G5UW4ID5AAUVTG3NVBPQ7YJXQ,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp,20090903152537,200,text/html,QK62XCVGKGNKUVUNJA5RAKQLQZDY2I2A,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp,20091005154443,200,text/html,6L7R3J3N5KWOJXI5FNK3CEURF7UMVTFX,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp,20091130153104,200,text/html,O7HRJMMAS3VYPB2FITOX46PTS3L2X4UH,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp,20100205011955,200,text/html,KOUSWHP2V6KD3YTIRYRNATBA7BPQEZAV,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp,20100309114831,200,text/html,4PEX3DXOCZBCDWJISFLG3V74QZTKMT2C,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp,20120103070144,200,text/html,D6J22NPB4WXUDTZXMWIVZMAPQ5VC3PCO,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp,20120531004509,200,text/html,KTULAL33ZTKZCC6VYDZINWRCRXUC675I,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp,20120701041317,200,text/html,OJLDYC4EW3ATO2KRGBESK6LQE42QEZKQ,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp,20130318172626,200,text/html,CJIUQSPU66KDQCBEKJI2THR3WKEER7JE,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp,20150303183028,302,text/html,22VZVIHWV3HUWR5KLWJQNUMQMB5S275J,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp,20150705064806,302,text/html,22VZVIHWV3HUWR5KLWJQNUMQMB5S275J,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp,20170327010902,302,text/html,22VZVIHWV3HUWR5KLWJQNUMQMB5S275J,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp,20170502133235,302,text/html,22VZVIHWV3HUWR5KLWJQNUMQMB5S275J,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp,20170602232409,302,text/html,22VZVIHWV3HUWR5KLWJQNUMQMB5S275J,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp,20170704005512,200,text/html,4XENBP7S23THGRWJZRDOHWK44Z4HL32S,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp,20170804023218,200,text/html,5ISC25QFC5K4E37B3KB6C3QZ6LNO55IY,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp?,20070529091448,200,text/html,DHUKSDCDA52M72RFQ2IG4B4ELUT2TOFM,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp?,20091201203444,200,text/html,2A4YBI4PKZHDLMVROTVO5KGY7JA27Z23,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp?,20100102022506,200,text/html,D3N4E52TLNRBKQD72TMSMMH7Q7AMHVFS,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp?,20100203142957,200,text/html,BI6GPYH2VFAHUQRTIBHENHEVRYH7464P,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp?,20100309073911,200,text/html,4PEX3DXOCZBCDWJISFLG3V74QZTKMT2C,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp?,20160323155811,302,text/html,22VZVIHWV3HUWR5KLWJQNUMQMB5S275J,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp?,20160423170739,302,text/html,22VZVIHWV3HUWR5KLWJQNUMQMB5S275J,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres.asp?,20160525180346,302,text/html,22VZVIHWV3HUWR5KLWJQNUMQMB5S275J,lideres.asp,,,no
http://bsnpr.com:80/estadisticas/lideres_e.asp,20140325161445,200,text/html,XC3P537QFCYPYZLV2F7HSS2A6V3JRCBD,lideres_e.asp,,,no
http://bsnpr.com:80/estadisticas/lideres_e.asp?,20150524001332,302,text/html,F5AU2D7IOCPMF6KTKJ5TLBYS7RSLV4KD,lideres_e.asp,,,no
http://bsnpr.com:80/estadisticas/lideres_e.asp?,20150623153209,302,text/html,F5AU2D7IOCPMF6KTKJ5TLBYS7RSLV4KD,lideres_e.asp,,,no
http://bsnpr.com:80/estadisticas/lideres_e.asp?,20150725163353,302,text/html,F5AU2D7IOCPMF6KTKJ5TLBYS7RSLV4KD,lideres_e.asp,,,no
http://bsnpr.com:80/estadisticas/lideres_e.asp?,20150827072138,302,text/html,F5AU2D7IOCPMF6KTKJ5TLBYS7RSLV4KD,lideres_e.asp,,,no
http://bsnpr.com:80/estadisticas/lideres_e.asp?,20150929034907,302,text/html,F5AU2D7IOCPMF6KTKJ5TLBYS7RSLV4KD,lideres_e.asp,,,no
http://bsnpr.com:80/estadisticas/lideres_e.asp?,20160330044450,302,text/html,F5AU2D7IOCPMF6KTKJ5TLBYS7RSLV4KD,lideres_e.asp,,,no
http://bsnpr.com:80/estadisticas/lideres_e.asp?,20170519150113,302,text/html,F5AU2D7IOCPMF6KTKJ5TLBYS7RSLV4KD,lideres_e.asp,,,no
http://bsnpr.com:80/estadisticas/lideres_e.asp?,20170619125919,302,text/html,F5AU2D7IOCPMF6KTKJ5TLBYS7RSLV4KD,lideres_e.asp,,,no
http://bsnpr.com:80/estadisticas/lideres_e.asp?anio=2014,20140325161450,200,text/html,2VAUMTUC2B752XS7NAWQBQSO5HL5LSYB,lideres_e.asp,2014,anio=2014,yes
http://bsnpr.com:80/estadisticas/lideres_e.asp?grupo=BS26&serie=4,20071011175555,200,text/html,MZW4C5ENVTFJDXVBWULSDKUNCQW5N4A5,lideres_e.asp,,grupo=BS26&serie=4,yes
http://bsnpr.com:80/estadisticas/lideres_e2.asp?,20070616124543,200,text/html,KCNGUSQBKE2K5Q5QXHK4JWKRWHXNAI6K,lideres_e2.asp,,,no
http://bsnpr.com:80/estadisticas/lideres_e2.asp?,20070914195316,500,text/html,TXRYWRUYXGTP2NFYPSL4IVZH7HMR32VQ,lideres_e2.asp,,,no
http://bsnpr.com:80/estadisticas/listado.asp?,20071217064231,200,text/html,YTKS7JMB6MIP5O6RPGAMCRFOBROJKRDA,listado.asp,,,no
http://bsnpr.com:80/estadisticas/listado.asp?,20080317192905,200,text/html,QQNWX62ZPC4CG6OQUNPUBGSS34HJOCLY,listado.asp,,,no
http://bsnpr.com:80/estadisticas/listado.asp?,20080916170907,302,text/html,7WCUXLAKBWSD6DCCNH2UJXEKO7L23UVB,listado.asp,,,no
http://bsnpr.com:80/estadisticas/listado.asp?,20090205141550,200,text/html,CAMK67IBKNQ6JYXXULZ7AFHY43MN4YUY,listado.asp,,,no
http://bsnpr.com:80/estadisticas/listado.asp?,20090309023407,200,text/html,BW6DC62YXVJP3CXZ5C42VIC3JL2TE2AR,listado.asp,,,no
http://bsnpr.com:80/estadisticas/listado.asp?,20090409012314,200,text/html,DP5CZBVXUGF5D25QXTJNRBL4XET72EJ6,listado.asp,,,no
http://bsnpr.com:80/estadisticas/livestats.asp,20130629034014,200,text/html,LPSKG6UG4G3J6RP7ZHJWBW7CQWEBV7RQ,livestats.asp,,,no
http://bsnpr.com:80/estadisticas/mvp.asp,20110608064254,302,text/html,H3SCTFM3T4MOYNOMYCRXEIREIRC3A3N5,mvp.asp,,,no
http://bsnpr.com:80/estadisticas/mvp.asp,20110808034737,302,text/html,H3SCTFM3T4MOYNOMYCRXEIREIRC3A3N5,mvp.asp,,,no
http://bsnpr.com:80/estadisticas/mvp.asp,20120211221111,302,text/html,H3SCTFM3T4MOYNOMYCRXEIREIRC3A3N5,mvp.asp,,,no
http://bsnpr.com:80/estadisticas/mvp.asp,20170607140713,302,text/html,ODER4YMSSXZ5HLL7QISE4IYKJRX4632M,mvp.asp,,,no
http://bsnpr.com:80/estadisticas/mvp.asp,20170708154047,200,text/html,PEDB7WPPMD2O6FINZ7LHW7FPL4HTSV4W,mvp.asp,,,no
http://bsnpr.com:80/estadisticas/posiciones.asp,20140325032221,200,text/html,IZY3TG2CUJ7YCESLCCW6CGYQCHEOIWUH,posiciones.asp,,,no
http://bsnpr.com:80/estadisticas/posiciones.asp,20150528015331,302,text/html,VRXHE47BWCM3WCH5ECF66X7KHYLVJTJT,posiciones.asp,,,no
http://bsnpr.com:80/estadisticas/posiciones.asp,20150626030325,302,text/html,VRXHE47BWCM3WCH5ECF66X7KHYLVJTJT,posiciones.asp,,,no
http://bsnpr.com:80/estadisticas/posiciones.asp,20160602134207,302,text/html,VRXHE47BWCM3WCH5ECF66X7KHYLVJTJT,posiciones.asp,,,no
http://bsnpr.com:80/estadisticas/posiciones.asp,20170413022603,302,text/html,VRXHE47BWCM3WCH5ECF66X7KHYLVJTJT,posiciones.asp,,,no
http://bsnpr.com:80/estadisticas/posiciones.asp,20170523054849,302,text/html,VRXHE47BWCM3WCH5ECF66X7KHYLVJTJT,posiciones.asp,,,no
http://bsnpr.com:80/estadisticas/posiciones.asp,20170623020059,302,text/html,VRXHE47BWCM3WCH5ECF66X7KHYLVJTJT,posiciones.asp,,,no
http://bsnpr.com:80/estadisticas/posiciones.asp?,20150615175828,302,text/html,VRXHE47BWCM3WCH5ECF66X7KHYLVJTJT,posiciones.asp,,,no
http://bsnpr.com:80/estadisticas/posiciones.asp?,20150716193450,302,text/html,VRXHE47BWCM3WCH5ECF66X7KHYLVJTJT,posiciones.asp,,,no
http://bsnpr.com:80/estadisticas/posiciones.asp?,20150817095615,302,text/html,VRXHE47BWCM3WCH5ECF66X7KHYLVJTJT,posiciones.asp,,,no
http://bsnpr.com:80/estadisticas/posiciones.asp?,20150917101347,302,text/html,VRXHE47BWCM3WCH5ECF66X7KHYLVJTJT,posiciones.asp,,,no
http://bsnpr.com:80/estadisticas/posiciones.asp?,20160521195428,302,text/html,VRXHE47BWCM3WCH5ECF66X7KHYLVJTJT,posiciones.asp,,,no
http://bsnpr.com:80/estadisticas/posiciones.asp?,20170426094207,302,text/html,VRXHE47BWCM3WCH5ECF66X7KHYLVJTJT,posiciones.asp,,,no
http://bsnpr.com:80/estadisticas/posiciones.asp?,20170427035751,302,text/html,VRXHE47BWCM3WCH5ECF66X7KHYLVJTJT,posiciones.asp,,,no
http://bsnpr.com:80/estadisticas/posiciones.asp?,20170529080355,302,text/html,VRXHE47BWCM3WCH5ECF66X7KHYLVJTJT,posiciones.asp,,,no
