bsnpr_id,old_season,new_season,capture_date,source_url,team_raw,games,points
757,2005,2006,2006-12-07,https://web.archive.org/web/20061207193824id_/http://www.bsnpr.com:80/jug05.asp?r3=00040&r2=462676RWYG&r=00019&e=,BAYAMON,15,244
763,2005,2006,2006-12-06,https://web.archive.org/web/20061206115502id_/http://www.bsnpr.com:80/jug05.asp?r3=00200&r2=462756RX22&r=00053&e=,PONCE,25,102
773,2005,2006,2006-10-06,https://web.archive.org/web/20061006123058id_/http://www.bsnpr.com:80/jug05.asp?r3=00192&r2=462756RX1U&r=00092&e=,PONCE,26,231
776,2005,2006,2006-10-05,https://web.archive.org/web/20061005150918id_/http://www.bsnpr.com:80/jug05.asp?r3=00265&r2=462796RX3O&r=00023&e=,GUAYAMA,10,16
777,2005,2006,2006-06-18,https://web.archive.org/web/20060618110655id_/http://www.bsnpr.com:80/jug05.asp?r=00020,HUMACAO,24,56
808,2005,2006,2006-10-06,https://web.archive.org/web/20061006123158id_/http://www.bsnpr.com:80/jug05.asp?r3=FSWWD&r2=462776RX2V&r=00124&e=,COAMO,24,146
842,2005,2006,2006-11-19,https://web.archive.org/web/20061119231016id_/http://www.bsnpr.com/jug05.asp?r2=FSYJNUXGVK&r3=GRUAE&r=00534&e=MOROVIS,MOROVIS,9,24
869,2005,2006,2006-11-19,https://web.archive.org/web/20061119225600id_/http://www.bsnpr.com/jug05.asp?r2=ASSATNJVES&r3=CTXLO&r=00058&e=GUAYNABO,GUAYNABO,26,205
870,2005,2006,2006-10-07,https://web.archive.org/web/20061007174946id_/http://www.bsnpr.com:80/jug05.asp?r3=ETHFH&r2=OJZMQCXMNA&r=00512&e=,COAMO,14,43
881,2005,2006,2007-02-24,https://web.archive.org/web/20070224202350id_/http://www.bsnpr.com:80/jug05.asp?r=00528,ARECIBO,6,6
910,2005,2006,2006-12-07,https://web.archive.org/web/20061207025708id_/http://www.bsnpr.com:80/jug05.asp?r3=+++++&r2=ZACUMASFSK&r=00561&e=,GUAYAMA,6,11
922,2005,2006,2007-02-24,https://web.archive.org/web/20070224202750id_/http://www.bsnpr.com:80/jug05.asp?r2=462776RX2Z&r3=00236&r=00520&e=SAN+GERMAN,SAN GERMAN,13,28
932,2005,2006,2006-12-06,https://web.archive.org/web/20061206190209id_/http://www.bsnpr.com:80/jug05.asp?r3=00062&r2=462686RWYV&r=00066&e=,SAN GERMAN,27,302
989,2005,2006,2006-06-18,https://web.archive.org/web/20060618111039id_/http://www.bsnpr.com:80/jug05.asp?r=00156,GUAYAMA,8,22
1011,2005,2006,2006-06-18,https://web.archive.org/web/20060618110943id_/http://www.bsnpr.com:80/jug05.asp?r=00094,PONCE,25,225
1019,2005,2006,2006-10-08,https://web.archive.org/web/20061008162153id_/http://www.bsnpr.com:80/jug05.asp?r3=NLVVZ&r2=MAOZKUXFDO&r=00522&e=,GUAYNABO,9,12
1063,2005,2006,2006-11-19,https://web.archive.org/web/20061119225540id_/http://www.bsnpr.com/jug05.asp?r2=462766RX2G&r3=00216&r=00093&e=GUAYNABO,GUAYNABO,17,191
1064,2005,2006,2006-12-15,https://web.archive.org/web/20061215215345id_/http://www.bsnpr.com:80/jug05.asp?r3=YSKUU&r2=MJPRZLCMZJ&r=00016&e=,BAYAMON,16,245
1066,2005,2006,2006-12-11,https://web.archive.org/web/20061211114448id_/http://www.bsnpr.com:80/jug05.asp?r3=CPMHG&r2=QRMQFFHFSK&r=00533&e=,MOROVIS,29,161
1094,2005,2006,2006-06-18,https://web.archive.org/web/20060618111135id_/http://www.bsnpr.com:80/jug05.asp?r=00527,CAGUAS,7,12
1199,2005,2006,2006-12-07,https://web.archive.org/web/20061207024835id_/http://www.bsnpr.com:80/jug05.asp?r3=0129+&r2=BVQKGAXBXG&r=00552&e=,COAMO,21,60
1208,2005,2006,2006-10-06,https://web.archive.org/web/20061006123149id_/http://www.bsnpr.com:80/jug05.asp?r3=CKWRH&r2=AIDAEEAJHL&r=00602&e=,GUAYNABO,9,43
1231,2005,2006,2006-12-14,https://web.archive.org/web/20061214185945id_/http://www.bsnpr.com:80/jug05.asp?r3=UHJSY&r2=SYUDIFEUFB&r=00537&e=,PONCE,5,24
1234,2005,2006,2006-05-28,https://web.archive.org/web/20060528213827id_/http://www.bsnpr.com:80/jug05.asp?r2=PVWYCJKBPH&r3=NBDGR&r=00600&e=SANTURCE,SANTURCE,9,94
1249,2005,2006,2006-12-06,https://web.archive.org/web/20061206190511id_/http://www.bsnpr.com:80/jug05.asp?r2=MZVWRLQGJV&r3=RHHIP&r=00054&e=BAYAMON,BAYAMON,8,12
1271,2005,2006,2006-12-09,https://web.archive.org/web/20061209152333id_/http://www.bsnpr.com/jug05.asp?r3=00260&r2=462796RX3J&r=00107&e=,ARECIBO,4,20
1272,2005,2006,2006-12-06,https://web.archive.org/web/20061206115330id_/http://www.bsnpr.com:80/jug05.asp?r3=00138&r2=462726RX0L&r=00046&e=,SANTURCE,26,189
1279,2005,2006,2006-12-06,https://web.archive.org/web/20061206115532id_/http://www.bsnpr.com:80/jug05.asp?r3=00209&r2=462766RX2B&r=00125&e=,BAYAMON,13,30
1280,2005,2006,2006-12-06,https://web.archive.org/web/20061206190118id_/http://www.bsnpr.com:80/jug05.asp?r3=00005&r2=462656RWXP&r=00085&e=,SAN GERMAN,9,258
1284,2005,2006,2006-11-19,https://web.archive.org/web/20061119231056id_/http://www.bsnpr.com/jug05.asp?r2=462696RWZ6&r3=00075&r=00559&e=MOROVIS,MOROVIS,12,72
1286,2005,2006,2007-04-04,https://web.archive.org/web/20070404075323id_/http://www.bsnpr.com:80/jug05.asp?r3=00160&r2=462736RX14&r=00117&e=,SAN GERMAN,24,91
1293,2005,2006,2006-10-08,https://web.archive.org/web/20061008162018id_/http://www.bsnpr.com:80/jug05.asp?r3=00162&r2=462746RX16&r=00011&e=,ARECIBO,24,144
1385,2005,2006,2006-11-19,https://web.archive.org/web/20061119231113id_/http://www.bsnpr.com/jug05.asp?r2=462726RX0H&r3=00133&r=00501&e=MOROVIS,MOROVIS,23,186
1411,2005,2006,2006-06-18,https://web.archive.org/web/20060618110535id_/http://www.bsnpr.com:80/jug05.asp?r=00500,GUAYNABO,26,370
1429,2005,2006,2007-02-23,https://web.archive.org/web/20070223161647id_/http://www.bsnpr.com:80/jug05.asp?r=00151,ARECIBO,10,214
1462,2005,2006,2006-11-19,https://web.archive.org/web/20061119230314id_/http://www.bsnpr.com/jug05.asp?r2=462676RWYH&r3=00041&r=00041&e=SAN%20GERMAN,SAN GERMAN,9,9
1497,2005,2006,2007-02-24,https://web.archive.org/web/20070224021002id_/http://www.bsnpr.com:80/jug05.asp?r=00524,CAGUAS,1,2
1498,2005,2006,2006-11-19,https://web.archive.org/web/20061119231027id_/http://www.bsnpr.com/jug05.asp?r2=462776RX2U&r3=00230&r=00143&e=MOROVIS,MOROVIS,23,73
1500,2005,2006,2006-10-10,https://web.archive.org/web/20061010080239id_/http://www.bsnpr.com:80/jug05.asp?r3=EXFEJ&r2=IEHKJPQPCI&r=00536&e=,PONCE,6,11
1502,2005,2006,2007-04-04,https://web.archive.org/web/20070404013438id_/http://www.bsnpr.com:80/jug05.asp?r3=TVJWS&r2=MWWUSPGWZU&r=00130&e=,HUMACAO,26,190
1512,2005,2006,2006-11-19,https://web.archive.org/web/20061119231048id_/http://www.bsnpr.com/jug05.asp?r2=462686RWYO&r3=00054&r=00089&e=MOROVIS,MOROVIS,26,226
1533,2005,2006,2006-11-19,https://web.archive.org/web/20061119231041id_/http://www.bsnpr.com/jug05.asp?r2=XWVSOJZOLS&r3=YTCJJ&r=00504&e=MOROVIS,MOROVIS,19,64
1550,2005,2006,2006-05-28,https://web.archive.org/web/20060528213655id_/http://www.bsnpr.com:80/jug05.asp?r2=462766RX2H&r3=00217&r=00529&e=SANTURCE,SANTURCE,24,85
1562,2005,2006,2006-11-19,https://web.archive.org/web/20061119231617id_/http://www.bsnpr.com/jug05.asp?r2=462746RX1L&r3=00183&r=00088&e=PONCE,PONCE,12,103
1570,2005,2006,2007-04-04,https://web.archive.org/web/20070404013830id_/http://www.bsnpr.com:80/jug05.asp?r3=BHVDA&r2=LAZPZZSQHB&r=00017&e=,BAYAMON,9,20
1575,2005,2006,2007-02-24,https://web.archive.org/web/20070224095549id_/http://www.bsnpr.com:80/jug05.asp?r=00008,MOROVIS,14,22
1601,2005,2006,2006-08-29,https://web.archive.org/web/20060829175159id_/http://www.bsnpr.com:80/jug05.asp?r3=+++++&r2=IDMKNHYNVN&r=00565&e=,GUAYAMA,20,303
1613,2005,2006,2007-04-04,https://web.archive.org/web/20070404013551id_/http://www.bsnpr.com:80/jug05.asp?r3=RFVTH&r2=RBWYUXRNGI&r=00153&e=,GUAYNABO,26,287
1628,2005,2006,2006-12-11,https://web.archive.org/web/20061211012026id_/http://www.bsnpr.com:80/jug05.asp?r3=SBEVR&r2=ZBCOCSGWCF&r=00067&e=,SANTURCE,26,233
1675,2005,2006,2007-02-23,https://web.archive.org/web/20070223232715id_/http://www.bsnpr.com:80/jug05.asp?r=00517,HUMACAO,25,464
1685,2005,2006,2006-12-07,https://web.archive.org/web/20061207122823id_/http://www.bsnpr.com:80/jug05.asp?r3=00266&r2=462796RX3P&r=00047&e=,GUAYAMA,25,523
1737,2005,2006,2007-04-04,https://web.archive.org/web/20070404072712id_/http://www.bsnpr.com:80/jug05.asp?r3=+++++&r2=HCSGGIFNLF&r=00129&e=,SANTURCE,1,16
1739,2005,2006,2006-06-18,https://web.archive.org/web/20060618110838id_/http://www.bsnpr.com:80/jug05.asp?r=00069,CAGUAS,26,346
1753,2005,2006,2006-12-13,https://web.archive.org/web/20061213195853id_/http://www.bsnpr.com:80/jug05.asp?r3=00245&r2=462786RX37&r=00142&e=,HUMACAO,25,87
1759,2005,2006,2006-12-16,https://web.archive.org/web/20061216221534id_/http://www.bsnpr.com:80/jug05.asp?r3=00208&r2=462766RX2A&r=00075&e=,ARECIBO,1,0
1760,2005,2006,2006-06-18,https://web.archive.org/web/20060618111024id_/http://www.bsnpr.com:80/jug05.asp?r=00109,SANTURCE,21,161
1766,2005,2006,2006-12-06,https://web.archive.org/web/20061206190246id_/http://www.bsnpr.com:80/jug05.asp?r3=00204&r2=462766RX26&r=00005&e=,ARECIBO,26,103
1771,2005,2006,2006-12-07,https://web.archive.org/web/20061207121703id_/http://www.bsnpr.com:80/jug05.asp?r3=YISKK&r2=GFPAQCDEDB&r=00097&e=,PONCE,11,38
1774,2005,2006,2006-12-07,https://web.archive.org/web/20061207025848id_/http://www.bsnpr.com:80/jug05.asp?r3=QGUQO&r2=BLBESEULRP&r=00147&e=,MOROVIS,3,10
1777,2005,2006,2006-12-06,https://web.archive.org/web/20061206190039id_/http://www.bsnpr.com:80/jug05.asp?r3=+++++&r2=BQVZAGRSHM&r=00574&e=,ARECIBO,1,2
1791,2005,2006,2007-04-04,https://web.archive.org/web/20070404080215id_/http://www.bsnpr.com:80/jug05.asp?r3=00226&r2=462776RX2Q&r=00077&e=,GUAYNABO,26,188
1829,2005,2006,2006-08-29,https://web.archive.org/web/20060829174807id_/http://www.bsnpr.com:80/jug05.asp?r3=NEMAV&r2=BSFVOMHNPE&r=00543&e=,COAMO,23,100
1895,2005,2006,2006-10-07,https://web.archive.org/web/20061007023520id_/http://www.bsnpr.com:80/jug05.asp?r3=00010&r2=462666RWXU&r=00003&e=,ARECIBO,26,242
1897,2005,2006,2007-04-04,https://web.archive.org/web/20070404013851id_/http://www.bsnpr.com:80/jug05.asp?r3=JQBJK&r2=SCJTNCXIFZ&r=00508&e=,GUAYAMA,23,278
1907,2005,2006,2006-12-10,https://web.archive.org/web/20061210150635id_/http://www.bsnpr.com:80/jug05.asp?r3=AUFGZ&r2=QTXDFUTFRQ&r=00154&e=,SAN GERMAN,4,2
1908,2005,2006,2006-11-19,https://web.archive.org/web/20061119231221id_/http://www.bsnpr.com/jug05.asp?r2=JCGBPWPGMG&r3=DBRCU&r=00531&e=BAYAMON,BAYAMON,4,0
1912,2005,2006,2006-12-06,https://web.archive.org/web/20061206190459id_/http://www.bsnpr.com:80/jug05.asp?r2=AIDAEEAJHL&r3=CKWRH&r=00602&e=BAYAMON,GUAYNABO,9,43
1948,2005,2006,2006-12-06,https://web.archive.org/web/20061206190335id_/http://www.bsnpr.com:80/jug05.asp?r3=NELHP&r2=QCVRXUMZKI&r=00042&e=,COAMO,23,94
1992,2005,2006,2007-04-04,https://web.archive.org/web/20070404014145id_/http://www.bsnpr.com:80/jug05.asp?r3=00220&r2=462776RX2K&r=00113&e=,SANTURCE,26,319
1995,2005,2006,2006-11-19,https://web.archive.org/web/20061119230912id_/http://www.bsnpr.com/jug05.asp?r2=462686RWYM&r3=00050&r=00024&e=CAGUAS,CAGUAS,24,194
2000,2005,2006,2006-12-12,https://web.archive.org/web/20061212190229id_/http://www.bsnpr.com:80/jug05.asp?r3=VUWKH&r2=QQUHMPOFDN&r=00061&e=,GUAYAMA,9,6
2037,2005,2006,2006-12-08,https://web.archive.org/web/20061208064021id_/http://www.bsnpr.com:80/jug05.asp?r3=00199&r2=462756RX21&r=00082&e=,PONCE,26,449
2057,2005,2006,2006-06-18,https://web.archive.org/web/20060618110706id_/http://www.bsnpr.com:80/jug05.asp?r=00022,PONCE,25,83
2067,2005,2006,2006-11-19,https://web.archive.org/web/20061119230520id_/http://www.bsnpr.com/jug05.asp?r2=462746RX1M&r3=CVJWU&r=00126&e=COAMO,COAMO,25,227
2074,2005,2006,2006-06-18,https://web.archive.org/web/20060618110957id_/http://www.bsnpr.com:80/jug05.asp?r=00095,PONCE,14,229
2090,2005,2006,2006-05-28,https://web.archive.org/web/20060528213746id_/http://www.bsnpr.com:80/jug05.asp?r2=462796RX3G&r3=00257&r=00106&e=SANTURCE,SANTURCE,26,106
2100,2005,2006,2006-12-06,https://web.archive.org/web/20061206115651id_/http://www.bsnpr.com:80/jug05.asp?r3=JQYFO&r2=WRGYNUCCZW&r=00551&e=,ARECIBO,7,6
2145,2005,2006,2006-12-15,https://web.archive.org/web/20061215015245id_/http://www.bsnpr.com:80/jug05.asp?r3=OJXVC&r2=OKXSWMUWLG&r=00601&e=,SANTURCE,2,0
2146,2005,2006,2007-02-24,https://web.archive.org/web/20070224202659id_/http://www.bsnpr.com:80/jug05.asp?r2=462716RX07&r3=NOGDK&r=00127&e=SAN+GERMAN,SAN GERMAN,26,258
2155,2005,2006,2007-04-04,https://web.archive.org/web/20070404013456id_/http://www.bsnpr.com:80/jug05.asp?r3=POOHO&r2=TDTAOSFKIV&r=00506&e=,HUMACAO,24,393
2201,2005,2006,2007-02-24,https://web.archive.org/web/20070224202719id_/http://www.bsnpr.com:80/jug05.asp?r2=462736RX12&r3=00158&r=00010&e=SAN+GERMAN,SAN GERMAN,16,181
2290,2005,2006,2006-12-08,https://web.archive.org/web/20061208064222id_/http://www.bsnpr.com:80/jug05.asp?r3=00185&r2=462756RX1N&r=00044&e=,GUAYAMA,26,425
2300,2005,2006,2007-04-04,https://web.archive.org/web/20070404013935id_/http://www.bsnpr.com:80/jug05.asp?r3=00195&r2=462756RX1X&r=00031&e=,COAMO,20,39
990005,2005,2006,2007-02-24,https://web.archive.org/web/20070224202759id_/http://www.bsnpr.com:80/jug05.asp?r2=BLBESEULRP&r3=QGUQO&r=00511&e=SAN+GERMAN,SAN GERMAN,20,105
990010,2005,2006,2006-11-19,https://web.archive.org/web/20061119231423id_/http://www.bsnpr.com/jug05.asp?r2=ULITXEGTV1&r3=JWSLH&r=00071&e=HUMACAO,HUMACAO,14,25
990011,2005,2006,2006-12-14,https://web.archive.org/web/20061214131518id_/http://www.bsnpr.com:80/jug05.asp?r3=+++++&r2=EAMPJSURGV&r=00567&e=,SAN GERMAN,8,15
990016,2005,2006,2006-06-18,https://web.archive.org/web/20060618111200id_/http://www.bsnpr.com:80/jug05.asp?r=00538,PONCE,0,0
990019,2005,2006,2007-04-04,https://web.archive.org/web/20070404075042id_/http://www.bsnpr.com:80/jug05.asp?r3=00022&r2=462666RWY3&r=00510&e=,HUMACAO,26,387
990022,2005,2006,2007-04-04,https://web.archive.org/web/20070404075530id_/http://www.bsnpr.com:80/jug05.asp?r3=XIANC&r2=JZZUWZQBLF&r=00509&e=,GUAYAMA,19,91
990032,2005,2006,2006-12-06,https://web.archive.org/web/20061206115716id_/http://www.bsnpr.com:80/jug05.asp?r3=QIGCQ&r2=WKYIXVIKDD&r=00554&e=,HUMACAO,4,8
990033,2005,2006,2006-12-14,https://web.archive.org/web/20061214131542id_/http://www.bsnpr.com:80/jug05.asp?r3=00156&r2=462736RX11&r=00555&e=,COAMO,19,44
990035,2005,2006,2006-10-08,https://web.archive.org/web/20061008161836id_/http://www.bsnpr.com:80/jug05.asp?r3=MESTH&r2=CZLCWDQUEG&r=00502&e=,GUAYAMA,14,38
