bsnpr_id,season,franchise_id,jersey_number,height_cm,position_raw,name_raw,source_id,source_url,retrieved_at,confidence
87,2014,cangrejeros_santurce,,184,PG,Andres Rodriguez,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635,20141016232747,single-source
118,2009,atleticos_san_german,7,204,F/C,Paniagua Angel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2009,20160401114423,single-source
135,2009,capitanes_arecibo,33,196,G/F,Figueroa Angel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2009,20150110124304,single-source
148,2009,capitanes_arecibo,21,206,F/C,Rosa-Clemente Angel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2009,20150110124304,single-source
148,2012,capitanes_arecibo,21,206,F/C,Rosa-Clemente Angel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2012,20150110124323,single-source
148,2013,capitanes_arecibo,6,206,F/C,Rosa-Clemente Angel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2013,20150110124328,single-source
148,2014,atleticos_san_german,,206,F/C,Angel Rosa-Clemente,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos_de_San_German/1957,20141027173403,single-source
148,2017,piratas_quebradillas,13,206,F/C,Angel Rosa-Clemente,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Piratas_de_Quebradillas/20147?Page=1,20171105001102,single-source
151,2010,capitanes_arecibo,09,205,F/C,Reyes Angelo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2010,20150110124312,single-source
151,2015,piratas_quebradillas,,205,F/C,Angelo Reyes,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Piratas_de_Quebradillas/20147,20150416045639,single-source
158,2009,caciques_humacao,10,175,G,Guzman Ansel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2009,20140504034146,single-source
158,2015,piratas_quebradillas,,174,PG,Ansel Guzman,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Piratas_de_Quebradillas/20147,20150416045639,single-source
158,2016,cangrejeros_santurce,10,174,PG,Ansel Guzman,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635,20160918132100,single-source
158,2017,caciques_humacao,10,174,PG,Ansel Guzman,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Gallitos-de-Isabela/1901,20171104075738,single-source
158,2018,santeros_aguada,10,174,PG,Ansel Guzman,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Santeros-de-Aguada/1976,20181012124014,single-source
193,2010,capitanes_arecibo,15,204,F/G,Latimer Antonio,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2010,20150110124312,single-source
193,2011,capitanes_arecibo,15,204,F/G,Latimer Antonio,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2011,20150110124318,single-source
193,2012,capitanes_arecibo,15,204,F/G,Latimer Antonio,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2012,20150110124323,single-source
193,2013,mets_guaynabo,,204,F/G,Antonio Latimer,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Mets_de_Guaynabo/9280,20131122110300,single-source
193,2015,cangrejeros_santurce,,204,F/G,Antonio Latimer,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635,20150516202755,single-source
264,2011,cangrejeros_santurce,17,198,F,Benison Cameron,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2011,20140110084831,single-source
273,2015,cangrejeros_santurce,,188,PG,Carlos Arroyo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635,20150516202755,single-source
273,2017,cariduros_fajardo,7,188,PG,Carlos Arroyo,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Cariduros_de_Fajardo/10934?Page=1,20171104130224,single-source
273,2018,cariduros_fajardo,7,188,PG,Carlos Arroyo,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Cariduros-de-Fajardo/10934,20181012124202,single-source
284,2013,capitanes_arecibo,6,190,G,Escalera Carlos,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2013,20150110124328,single-source
338,2009,capitanes_arecibo,31,187,G,Rivera Carlos,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2009,20150110124304,single-source
338,2013,leones_ponce,,187,PG,Rivera Carlos,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2013,20140122015914,single-source
338,2014,leones_ponce,,187,PG,Carlos Rivera,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954,20141015195236,single-source
338,2019,leones_ponce,31,187,PG,Carlos Rivera,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Leones-de-Ponce/1954,20190721092056,single-source
349,2015,atenienses_manati,,201,F,Carmelo Lee,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atenienses_de_Manati/1963,20150513020841,single-source
349,2016,piratas_quebradillas,4,201,F,Carmelo Lee,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Piratas-de-Quebradillas/20147,20160712151212,single-source
386,2009,cangrejeros_santurce,18,208,C,Rivera Christian,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2009,20140110084821,single-source
386,2010,cangrejeros_santurce,18,208,C,Rivera Christian,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2010,20140110084826,single-source
392,2009,capitanes_arecibo,17,182,G,Vega Christopher,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2009,20150110124304,single-source
427,2011,capitanes_arecibo,09,216,C,Santiago Daniel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2011,20150110124318,single-source
427,2012,capitanes_arecibo,25,216,C,Santiago Daniel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2012,20150110124323,single-source
427,2013,mets_guaynabo,,216,C,Daniel Santiago,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Mets_de_Guaynabo/9280,20131122110300,single-source
427,2014,cangrejeros_santurce,,216,C,Daniel Santiago,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635,20141016232747,single-source
448,2009,capitanes_arecibo,18,190,G/F,Cortes David,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2009,20150110124304,single-source
448,2010,capitanes_arecibo,18,190,G/F,Cortes David,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2010,20150110124312,single-source
448,2014,capitanes_arecibo,,190,G/F,David Cortes,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187,20141015195216,single-source
448,2016,capitanes_arecibo,,190,,David Cortez,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes-de-Arecibo/2187,20160709120133,single-source
448,2017,capitanes_arecibo,18,190,G/F,Cortez David,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Capitanes-de-Arecibo/2187?Year=2016-2017,20170703152251,single-source
448,2018,capitanes_arecibo,18,190,G/F,Cortez David,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Capitanes-de-Arecibo/2187?Page=1&Year=2017-2018,20171115170726,single-source
451,2016,capitanes_arecibo,,195,,David Huertas,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes-de-Arecibo/2187,20160709120133,single-source
451,2017,capitanes_arecibo,33,195,G/F,Huertas David,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Capitanes-de-Arecibo/2187?Year=2016-2017,20170703152251,single-source
451,2018,capitanes_arecibo,33,195,G/F,Huertas David,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Capitanes-de-Arecibo/2187?Page=1&Year=2017-2018,20171115170726,single-source
502,2009,cangrejeros_santurce,32,185,G,Santiago Eddin 'Guayito',latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2009,20140110084821,single-source
502,2010,cangrejeros_santurce,32,185,G,Santiago Eddin 'Guayito',latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2010,20140110084826,single-source
502,2012,capitanes_arecibo,32,185,G,Santiago Eddin 'Guayito',latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2012,20150110124323,single-source
502,2013,leones_ponce,,185,G,Santiago Eddin 'Guayito',latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2013,20140122015914,single-source
502,2014,leones_ponce,,185,G,Eddin 'Guayito' Santiago,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954,20141015195236,single-source
502,2015,vaqueros_bayamon,32,185,G,Santiago Eddin 'Guayito',latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Vaqueros-de-Bayamon/1677?Year=2015,20160517223025,single-source
574,2009,cangrejeros_santurce,10,190,G,Ayuso Larry,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2009,20140110084821,single-source
574,2010,capitanes_arecibo,10,190,G,Ayuso Larry,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2010,20150110124312,single-source
574,2011,capitanes_arecibo,10,190,G,Ayuso Larry,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2011,20150110124318,single-source
574,2012,capitanes_arecibo,10,190,G,Ayuso Larry,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2012,20150110124323,single-source
574,2013,mets_guaynabo,,190,G,Larry Ayuso,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Mets_de_Guaynabo/9280,20131122110300,single-source
574,2015,mets_guaynabo,,190,SG,Elias Ayuso,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Mets_de_Guaynabo/9280?,20150517050747,single-source
574,2016,piratas_quebradillas,10,190,SG,Elias Ayuso,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Piratas-de-Quebradillas/20147,20160712151212,single-source
574,2017,cariduros_fajardo,10,190,SG,Elias Ayuso,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Cariduros_de_Fajardo/10934?Page=1,20171104130224,single-source
574,2018,cariduros_fajardo,10,190,SG,Elias Ayuso,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Cariduros-de-Fajardo/10934,20181012124202,single-source
574,2019,atleticos_san_german,20,190,SG,Elias Ayuso,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Atleticos-de-San-German/1957,20190721090532,single-source
624,2016,brujos_guayama,9,190,G,Erick Rodriguez,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Brujos-de-Guayama/2634?,20160813195450,single-source
685,2016,caciques_humacao,24,197,F,Ferdinand Morales,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques-de-Humacao/1901?,20160813193526,single-source
697,2010,cangrejeros_santurce,11,196,F/G,Ortiz Fernando,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2010,20140110084826,single-source
704,2012,atleticos_san_german,6,190,PG,Rivera Filiberto,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2012,20160331154649,single-source
704,2015,indios_mayaguez,,190,PG,Filiberto Rivera,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Indios_de_Mayaguez/10936,20150516181941,single-source
704,2017,cariduros_fajardo,21,189,PG,Filiberto Rivera,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Cariduros_de_Fajardo/10934?Page=1,20171104130224,single-source
704,2018,cariduros_fajardo,21,189,PG,Filiberto Rivera,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Cariduros-de-Fajardo/10934,20181012124202,single-source
772,2009,atleticos_san_german,13,198,F/C,Ruiz Gabriel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2009,20160401114423,single-source
772,2010,atleticos_san_german,13,198,F/C,Ruiz Gabriel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2010,20160331180338,single-source
772,2011,atleticos_san_german,13,198,F/C,Ruiz Gabriel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2011,20160401120859,single-source
772,2012,atleticos_san_german,13,198,F/C,Ruiz Gabriel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2012,20160331154649,single-source
772,2016,atenienses_manati,13,198,F/C,Gabriel Ruiz,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atenienses-de-Manati/1963,20160811092940,single-source
772,2017,atleticos_san_german,17,198,F/C,Gabriel Ruiz,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Page=1,20170803204823,single-source
772,2018,atleticos_san_german,17,198,F/C,Gabriel Ruiz,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Atleticos-de-San-German/1957?Page=1,20180521021055,single-source
772,2019,santeros_aguada,17,198,F/C,Gabriel Ruiz,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Santeros-de-Aguada/1976,20190721090536,single-source
773,2009,leones_ponce,15,200,G/F,Colon Gabriel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2009,20140122015854,single-source
773,2010,leones_ponce,15,200,G/F,Colon Gabriel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2010,20140122015859,single-source
773,2013,leones_ponce,,200,G/F,Colon Gabriel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2013,20140122015914,single-source
773,2017,leones_ponce,15,200,G/F,Colon Gabriel,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Leones-de-Ponce/1954?Year=2016-2017,20170703122929,single-source
773,2018,leones_ponce,15,200,G/F,Gabriel Colon,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Leones-de-Ponce/1954,20181012123736,single-source
808,2009,cangrejeros_santurce,8,194,F,Venzen Gilberto,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2009,20140110084821,single-source
812,2014,leones_ponce,,187,PG,Giovanni Jimenez,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954,20141015195236,single-source
812,2016,indios_mayaguez,10,187,PG,Giovanni Jimenez,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Indios-de-Mayaguez/10936,20161220062544,single-source
812,2017,piratas_quebradillas,10,187,PG,Giovanni Jimenez,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Piratas_de_Quebradillas/20147?Page=1,20171105001102,single-source
826,2010,capitanes_arecibo,,183,G,Vidot Grimaldi Jr,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2010,20150110124312,single-source
869,2012,caciques_humacao,41,204,C,Valenzuela Hector,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2012,20140504033943,single-source
869,2013,caciques_humacao,45,204,C,Valenzuela Hector,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2013,20140504034205,single-source
870,2009,leones_ponce,20,201,F,Zayas Hector,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2009,20140122015854,single-source
870,2010,leones_ponce,20,196,F,Zayas Hector,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2010,20140122015859,single-source
870,2011,atleticos_san_german,16,196,F,Zayas Hector,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2011,20160401120859,single-source
952,2013,leones_ponce,,208,C/F,Lopez Ivan,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2013,20140122015914,single-source
968,2016,caciques_humacao,15,201,F,Jack Michael Martinez,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques-de-Humacao/1901?,20160813193526,single-source
1019,2010,caciques_humacao,32,207,C,Morales Jean Carlos,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2010,20140504034152,single-source
1025,2013,indios_mayaguez,,205,C,Jeffrion Aubry,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Indios_de_Mayaguez/10936,20131117123350,single-source
1025,2014,indios_mayaguez,,205,C,Jeffrion Aubry,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Indios_de_Mayaguez/10936,20140918102201,single-source
1025,2015,cangrejeros_santurce,,205,C,Jeffrion Aubry,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635,20150516202755,single-source
1041,2013,capitanes_arecibo,23,193,G,Verdejo Jesus,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2013,20150110124328,single-source
1041,2014,atleticos_san_german,,193,G,Jesus Verdejo,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos_de_San_German/1957,20141027173403,single-source
1041,2015,atleticos_san_german,15,193,G,Verdejo Jesus,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2015,20160330150110,single-source
1064,2016,capitanes_arecibo,30,196,G/F,Joel Jones,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes-de-Arecibo/2187,20160709120133,single-source
1064,2017,capitanes_arecibo,30,196,G/F,Jones Joel,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Capitanes-de-Arecibo/2187?Year=2016-2017,20170703152251,single-source
1094,2011,caciques_humacao,07,183,G,Garcia Jonathan,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2011,20140504033923,single-source
1094,2012,caciques_humacao,7,183,G,Garcia Jonathan,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2012,20140504033943,single-source
1094,2015,atenienses_manati,,183,G,Jonathan Garcia,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atenienses_de_Manati/1963,20150513020841,single-source
1094,2017,piratas_quebradillas,7,183,G,Jonathan Garcia,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Piratas_de_Quebradillas/20147?Page=1,20171105001102,single-source
1094,2018,piratas_quebradillas,7,183,G,Jonathan Garcia,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Piratas-de-Quebradillas/20147,20181012123815,single-source
1272,2009,leones_ponce,18,194,F/C,Rosario Jose 'YoYo',latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2009,20140122015854,single-source
1272,2010,capitanes_arecibo,34,194,F/C,Rosario Jose 'YoYo',latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2010,20150110124312,single-source
1497,2009,caciques_humacao,14,203,F/C,Rosa-Clemente Luis,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2009,20140504034146,single-source
1497,2010,atleticos_san_german,11,203,F/C,Rosa-Clemente Luis,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2010,20160331180338,single-source
1498,2010,caciques_humacao,25,201,F/C,Salgado Luis,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2010,20140504034152,single-source
1502,2010,cangrejeros_santurce,11,208,C/F,Villafane Luis,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2010,20140110084826,single-source
1502,2011,cangrejeros_santurce,11,208,C/F,Villafane Luis,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2011,20140110084831,single-source
1502,2013,cangrejeros_santurce,,208,C/F,Villafane Luis,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2013,20140110084836,single-source
1502,2014,cangrejeros_santurce,,208,C/F,Luis Villafane,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635,20141016232747,single-source
1502,2016,caciques_humacao,11,208,C/F,Luis Villafane,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques-de-Humacao/1901?,20160813193526,single-source
1502,2017,cariduros_fajardo,11,208,C/F,Luis Villafane,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Cariduros_de_Fajardo/10934?Page=1,20171104130224,single-source
1512,2009,cangrejeros_santurce,42,200,F,Rivas Luis,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2009,20140110084821,single-source
1550,2009,atleticos_san_german,16,206,C,De Jesus Manuel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2009,20160401114423,single-source
1550,2010,leones_ponce,24,206,C/F,De Jesus Manuel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2010,20140122015859,single-source
1550,2012,atleticos_san_german,50,206,C/F,De Jesus Manuel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Atleticos-de-San-German/1957?Year=2012,20160331154649,single-source
1550,2014,leones_ponce,,206,C/F,Manuel De Jesus,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954,20141015195236,single-source
1550,2017,caciques_humacao,16,206,C/F,Manuel De Jesus,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Gallitos-de-Isabela/1901,20171104075738,single-source
1562,2009,cangrejeros_santurce,50,211,C,Narvaez Manuel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2009,20140110084821,single-source
1562,2010,leones_ponce,50,211,C,Narvaez Manuel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Leones_de_Ponce/1954?Year=2010,20140122015859,single-source
1562,2013,mets_guaynabo,,211,C,Manuel Antonio Narvaez,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Mets_de_Guaynabo/9280,20131122110300,single-source
1628,2009,capitanes_arecibo,22,186,G,Watson Michael,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Capitanes_de_Arecibo/2187?Year=2009,20150110124304,single-source
1628,2010,caciques_humacao,22,186,G,Watson Michael,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2010,20140504034152,single-source
1666,2009,cangrejeros_santurce,11,198,G,Berdiel Ali,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Cangrejeros_de_Santurce/2635?Year=2009,20140110084821,single-source
1666,2010,caciques_humacao,07,198,G,Berdiel Ali,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Caciques_de_Humacao/1901?Year=2010,20140504034152,single-source
1666,2016,vaqueros_bayamon,7,198,G,Miguel Ali Berdiel,latinbasket,http://basketball.latinbasket.com:80/team/Puerto-Rico/Vaqueros-de-Bayamon/1677,20160918155639,single-source
1666,2017,cariduros_fajardo,12,198,G,Miguel Ali Berdiel,latinbasket,http://basketball.latinbasket.com/team/Puerto-Rico/Cariduros_de_Fajardo/10934?Page=1,20171104130224,single-source
1666,2018,cariduros_fajardo,12,198,G,Miguel Ali Berdiel,latinbasket,https://basketball.latinbasket.com/team/Puerto-Rico/Cariduros-de-Fajardo/10934,20181012124202,single-source
